zip,lat,lon
97294,49.8667,10.05
25779,54.24454,9.14641
79235,48.0833,7.63333
08134,50.6576,12.5829
94545,48.85,13.4833
33803,52.00501,8.41507999999999
19089,53.57408,11.6528499999999
06888,51.8550985421476,12.7374563598632
96253,50.2,10.9667
25721,54.0539856954151,9.25806160601902
54589,50.35,6.53333
19294,53.18752,11.26638
98673,50.4667,10.85
16909,53.05835,12.43637
56761,50.2333,7.16667
67822,49.7333,7.88333
24582,54.1734274524028,10.0354430838879
24326,54.11826,10.28126
17392,53.79024,13.47986
54673,50.0667,6.33333
98599,50.8333,10.4333
83533,48.0667,12.1667
39343,52.28781,11.32401
73663,48.8667,9.46667
26897,52.99278,7.63266999999996
07646,50.85,11.65
29416,52.73864,11.24311
06308,51.59589,11.5518099999999
72119,48.55,8.96667
85521,48.05,11.7
83329,47.9166,12.7318
18182,54.19579,12.32393
79183,48.1,7.96667
57635,50.7167,7.58333
98660,50.4667,10.6
17291,53.21595,13.93622
53533,50.3833,6.8
38835,51.9811325908121,10.5984550476073
55490,49.8667,7.5
07937,50.611879,12.135526
04626,50.9646,12.3217
23738,54.18197,10.87873
76831,49.2033,8.03833
17087,53.7321185563838,13.243018777771
63768,50.0,9.2
55483,49.8667,7.43333
55452,49.9333,7.86667
63863,49.82,9.2575
32130,52.1390423112082,8.55903106872552
17498,54.10298,13.34431
56865,50.05,7.28333
24568,53.84017,9.99358
57629,50.6167,7.86667
39448,51.91886,11.36581
17166,53.6824,12.56654
15518,52.3835248639967,14.2830333227539
06295,51.45451,11.50461
04924,51.49236,13.40916
15748,52.10905,13.7650599999999
75057,49.0775,8.84556
61197,50.3167,8.86667
97618,50.2833,10.1833
39624,52.64323,11.44402
17498,54.07031,13.2926600000001
96151,50.0167,10.7
23827,53.98661,10.35549
65623,50.2833,8.03333
94375,49.05,12.6667
73466,48.8667,10.25
74535,49.0761,9.55639
03149,51.73292,14.63242
59063,51.62989,7.85409000000004
59069,51.62989,7.85409000000004
54673,49.9667,6.16667
55490,49.8833,7.46667
92363,49.0833,11.6167
56859,50.05,7.11667
